epoch,train loss,train acc,valid loss,valid acc,test loss,test acc
1,1.68778012583,60.7244444455,1.33370740051,49.28,1.32106828957,47.83
2,1.24640697265,44.9866666645,1.11602001457,40.5,1.10055432854,40.1
3,1.08941200531,38.8977777735,0.920171500778,32.86,0.914442070961,32.31
4,0.986720231353,34.9222222212,0.927280210495,32.78,0.928446284294,32.1
5,0.926833244642,32.3488888899,0.811741741371,28.56,0.789371387672,27.94
6,0.870439982319,30.3444444434,0.788402608299,27.58,0.783017308807,27.18
7,0.811006064203,28.3155555545,0.836620069313,28.94,0.820340954208,28.63
8,0.770038501528,26.5911111132,0.836409025383,28.18,0.826695027351,27.53
9,0.741692281448,25.7688888889,0.669022372627,23.24,0.667282956886,23.22
10,0.708928340838,24.6155555577,0.765948216724,25.7,0.746879083824,25.28
11,0.679243141927,23.3888888857,0.637620055962,22.1,0.627780138206,21.75
12,0.651663031832,22.4777777757,0.655437670803,22.6,0.636816792107,21.86
13,0.631582838959,21.4599999958,0.688120749855,23.62,0.678799152184,22.66
14,0.608410258171,20.7711111143,0.635609222794,22.56,0.620744738579,21.66
15,0.588397028785,20.1133333333,0.620961887169,21.24,0.606203888893,20.54
16,0.572295633252,19.4844444423,0.683472661686,23.4,0.664145382309,22.57
17,0.552853507794,18.8555555598,0.586021751595,20.24,0.576960074425,19.71
18,0.542757216676,18.5466666709,0.561547086906,19.34,0.5674770298,19.0
19,0.528424758895,17.9022222243,0.55940074749,19.3,0.556303556061,18.31
20,0.510391856702,17.3999999958,0.584292109299,19.88,0.583381314182,19.36
21,0.498905149778,17.1155555577,0.55490965786,18.92,0.543224633408,18.49
22,0.492145783981,16.9333333365,0.568984853745,19.28,0.562355458164,18.96
23,0.475693573109,16.2066666624,0.563759119797,18.8,0.549543578053,18.53
24,0.472197066736,16.1711111079,0.545627318192,18.22,0.546098758221,18.28
25,0.455187330204,15.6311111079,0.510529790783,17.08,0.524908898115,17.66
26,0.451607622502,15.5288888899,0.520299629116,17.2,0.527696325397,17.47
27,0.446056353018,15.4199999979,0.516581567383,17.48,0.506221973515,17.2
28,0.435204196442,14.7755555524,0.543536806488,17.6,0.54197526207,17.92
29,0.427651651234,14.6911111153,0.577113279343,18.66,0.576025291061,18.41
30,0.41633322889,14.3933333302,0.489289636612,16.52,0.483643699455,16.13
31,0.413362139543,14.5044444402,0.528606477642,16.62,0.537512979221,17.14
32,0.408678941414,14.0422222201,0.479410807514,16.16,0.4858658494,16.12
33,0.401686412578,13.888888891,0.481944177055,16.04,0.486387325954,16.2
34,0.395609803353,13.7222222243,0.495457609367,16.5,0.476116021872,15.95
35,0.38977212641,13.3933333376,0.502515742874,16.38,0.498368729544,16.57
36,0.383462513643,13.2577777767,0.497067432499,16.72,0.506428294349,16.47
37,0.377938995224,13.0288888878,0.509941807842,16.62,0.517293555069,16.74
38,0.382488334078,13.2177777767,0.557467402172,18.32,0.567454017735,18.73
39,0.374619036134,13.0555555598,0.517578367329,16.7,0.515801015663,16.93
40,0.373915266297,13.0066666677,0.490897746086,16.56,0.487785788155,15.59
41,0.362786947913,12.6044444423,0.487580148888,16.18,0.495155859089,16.17
42,0.357965070068,12.2266666677,0.497509860516,15.66,0.510699345589,16.46
43,0.360852634652,12.542222219,0.447445985985,14.84,0.45031638546,14.63
44,0.355674518326,12.4199999968,0.457759600544,14.82,0.459570546842,14.96
45,0.35409529882,12.3111111143,0.486665591621,15.74,0.49489352479,16.07
46,0.346415763606,12.0155555545,0.487539015102,15.82,0.48557998364,15.72
47,0.343838725836,12.0622222243,0.459768784213,14.44,0.459659910917,15.18
48,0.346159561163,11.9311111079,0.495629454327,16.26,0.510694670486,16.59
49,0.339007051796,11.7577777767,0.46561175952,15.54,0.465691524887,15.04
50,0.334003366518,11.4355555556,0.467598135662,15.36,0.482385336304,15.81
51,0.33334936965,11.5999999979,0.474605507088,15.28,0.476439624929,14.99
52,0.334465624894,11.6044444434,0.49882043314,16.6,0.493286648941,16.1
53,0.331841306994,11.4333333302,0.459105088139,14.98,0.471352078247,15.3
54,0.328844438834,11.5866666656,0.436548818779,14.7,0.451926938295,14.46
55,0.332475251476,11.4133333365,0.482049437141,16.04,0.490144155598,15.75
56,0.321252377317,11.22,0.486354185104,15.9,0.470113980412,15.25
57,0.31801642153,10.92,0.495668564892,15.96,0.50140671711,16.27
58,0.315628604004,10.9488888889,0.469752678251,14.8,0.462547622705,15.35
59,0.308519002496,10.8666666709,0.471917812967,14.98,0.463151317,15.1
60,0.315626459657,10.8888888868,0.484907359028,15.2,0.49472758956,15.62
61,0.311862697156,10.8622222233,0.470837114143,15.32,0.476833649921,15.13
62,0.30690328888,10.5933333355,0.490462855077,15.36,0.498742451715,15.84
63,0.304980093241,10.5644444444,0.517408115101,16.44,0.518476659584,16.57
64,0.308277340253,10.7555555577,0.451591620922,14.4,0.45785386889,14.33
65,0.30616042926,10.6511111111,0.465210895824,15.04,0.467684950256,15.21
66,0.304036315208,10.5066666624,0.44495978775,14.62,0.464927626753,14.86
67,0.302566491323,10.5444444434,0.491923706532,15.2,0.503122539425,15.92
68,0.297446991211,10.3844444466,0.468612673569,15.46,0.47357638464,15.15
69,0.297933056863,10.3800000021,0.536388340187,16.92,0.551678525543,17.06
70,0.295743903123,10.2844444402,0.468025651741,15.18,0.478438507724,14.8
71,0.295135356734,10.3177777778,0.474078166819,15.12,0.480980508804,15.59
72,0.290152514638,10.2311111153,0.465800378752,15.12,0.475803425503,15.09
73,0.291060558298,10.131111109,0.519188596725,16.38,0.51458240118,15.99
74,0.292801524295,10.1288888878,0.474024495125,15.12,0.479279754686,14.89
75,0.289433777926,10.0488888878,0.436125446892,14.02,0.452255344796,14.49
76,0.287443309339,10.0777777788,0.494184163809,15.6,0.490976156235,15.37
77,0.285303034472,9.88444444127,0.473947364616,14.36,0.498724453878,15.55
78,0.286207234202,10.0199999979,0.479137085867,15.4,0.48022449069,15.29
79,0.287939319764,10.0022222201,0.517699283743,16.2,0.532724003315,16.37
80,0.284933974669,9.8555555545,0.48194974308,15.66,0.486803303623,15.31
81,0.282677435838,9.91111110899,0.479208195114,15.52,0.481759549332,15.64
82,0.282730071931,9.7422222201,0.481694709301,14.86,0.504613000631,15.22
83,0.280936211231,9.94444444444,0.485813103676,15.72,0.496808601618,15.72
84,0.284229041974,9.84666666561,0.441403308105,13.76,0.452700963378,14.43
85,0.275512623156,9.71777778096,0.461166219521,14.68,0.483465728188,15.31
86,0.279780713267,9.71777777672,0.47394113903,14.6,0.483192399979,14.93
87,0.274781394847,9.69999999682,0.44938727541,14.08,0.468626446128,14.66
88,0.274697432529,9.59333333545,0.472585321236,14.78,0.488429938483,14.45
89,0.274527508651,9.49111110899,0.453822793388,13.84,0.480385964584,14.7
90,0.270506902398,9.4955555545,0.507796150017,15.5,0.498635199928,15.15
91,0.273695358064,9.4577777746,0.478652180099,15.18,0.484571326542,14.78
92,0.27220274895,9.57111111217,0.452013297367,14.22,0.464102989125,14.63
93,0.270743558804,9.46222222328,0.477270262384,14.54,0.485709674931,15.41
94,0.271673124584,9.40666666561,0.462391266537,14.88,0.458118001699,14.25
95,0.265990760726,9.28000000318,0.477733581352,14.58,0.499972263288,15.13
96,0.271716154549,9.68222222434,0.519854452038,16.28,0.520177201557,16.32
97,0.274064741013,9.63777777672,0.512789711142,15.88,0.505369011354,15.42
98,0.265577491683,9.17555555344,0.506091148758,15.3,0.528984766579,15.88
99,0.265458074265,9.28222222646,0.465651615715,14.96,0.483896345329,14.92
100,0.273328009446,9.50666666561,0.510754347229,15.44,0.514571366215,15.44
101,0.21230568259,7.4355555545,0.407855428219,12.46,0.42150558567,12.94
102,0.18990175826,6.62666666455,0.415417457771,12.78,0.428275319242,12.86
103,0.173575041233,6.0377777799,0.415463654327,12.4,0.429099965048,12.89
104,0.166119110066,5.75111111217,0.4215287714,12.24,0.433877120018,12.75
105,0.163291003319,5.62888889313,0.424210221672,12.36,0.437148665953,12.72
106,0.156956271513,5.46666666455,0.431100608063,12.28,0.445885412979,12.7
107,0.155675856968,5.4622222254,0.427627893734,12.46,0.439518241024,12.51
108,0.152740115705,5.31111111217,0.421459893513,12.38,0.440554063177,12.63
109,0.146508181303,5.06666666773,0.426661135149,12.24,0.443353136206,12.62
110,0.144580557667,5.11555555238,0.432147258854,12.26,0.444402349281,12.69
111,0.142200347347,4.99111111429,0.433476351786,12.1,0.45086771121,12.42
112,0.142393171281,4.94666666243,0.430208526325,12.26,0.450261092949,12.52
113,0.140382898548,4.88666667091,0.430388692331,12.04,0.450127691507,12.48
114,0.136665626834,4.7422222254,0.438622007799,12.46,0.453831731319,12.43
115,0.136272562695,4.74444444127,0.4374840734,12.24,0.451894130468,12.23
116,0.135042076712,4.62000000318,0.440548306131,12.0,0.451054446983,12.47
117,0.130925878119,4.66000000106,0.440424679136,12.02,0.461374759007,12.52
118,0.128901107703,4.50666667091,0.437991050959,12.14,0.45688706851,12.36
119,0.128902084296,4.52444444656,0.447538203573,12.36,0.466915721416,12.74
120,0.130604021896,4.46222222222,0.44634601717,12.3,0.460392431402,12.46
121,0.126377799139,4.46222222328,0.44086265049,12.1,0.457651727962,12.37
122,0.12578124625,4.3444444455,0.442243860817,12.34,0.459500946331,12.39
123,0.125587606745,4.35111111535,0.44194418664,12.04,0.46211456666,12.45
124,0.122937572115,4.54444444656,0.441471014833,12.24,0.464034452534,12.5
125,0.119684106923,4.1777777799,0.444592307091,12.42,0.467617621422,12.33
126,0.119620081929,4.20000000212,0.441945270729,11.98,0.472692920589,12.39
127,0.119695891934,4.23555555767,0.44810449934,12.12,0.470377500916,12.37
128,0.120365190392,4.12888888889,0.449449159384,11.88,0.475505209017,12.39
129,0.1177881849,4.10888889313,0.445313885498,11.9,0.474343613434,12.41
130,0.118202770286,4.1777777799,0.444857157898,12.0,0.471943094015,12.48
131,0.115345439655,4.00000000318,0.453803565216,11.94,0.478195929766,12.37
132,0.117946950214,4.13111111217,0.445336065578,11.94,0.472251043129,12.33
133,0.114774416746,4.08222222328,0.445346106339,11.9,0.47230922842,12.22
134,0.114885754961,3.98666666243,0.445570952892,12.08,0.466106263447,12.17
135,0.111193109914,3.87333333545,0.447894005346,12.08,0.471271788979,12.22
136,0.11325939387,4.04666666243,0.440933622932,12.02,0.473740452194,12.19
137,0.10797398822,3.76888889207,0.446309433746,12.14,0.476761106348,12.26
138,0.112610620715,3.86888888889,0.447733366728,11.88,0.472257062817,12.24
139,0.10957997021,3.82888889207,0.443240026999,11.82,0.473698404932,12.17
140,0.111707416166,3.87333333757,0.451954224014,12.12,0.481616293812,12.45
141,0.111314017105,3.82888889313,0.445974991798,11.98,0.476977507639,12.23
142,0.107036271069,3.6822222254,0.449135351324,11.86,0.47533454423,12.24
143,0.106389639922,3.71333333651,0.450815241051,12.0,0.476530522108,12.05
144,0.106855206554,3.77555555556,0.459411935997,12.04,0.478162414408,12.13
145,0.109926549909,3.81333332909,0.447369130135,11.8,0.476134940338,12.26
146,0.106805537968,3.67555555767,0.454600863695,11.6,0.485143988657,12.3
147,0.103423776325,3.55333333545,0.454767092752,11.78,0.489274566793,12.29
148,0.103062113584,3.68888889313,0.452626446962,12.14,0.476498721266,12.36
149,0.10142453649,3.51555555662,0.459103430128,12.24,0.493869058609,12.29
150,0.104349471972,3.66444444762,0.454566683817,12.18,0.482182636118,12.02
151,0.103907836592,3.66222222328,0.451485987902,12.08,0.475697675467,12.22
152,0.102215529735,3.58444444762,0.460808836508,12.14,0.485456901979,12.12
153,0.100307456818,3.49111111323,0.455751004839,12.3,0.478962943649,12.25
154,0.0991348977778,3.51777777884,0.463803848505,12.16,0.48757986412,12.11
155,0.105283830917,3.70222222434,0.454347388792,12.18,0.487141133928,12.32
156,0.10037732532,3.45111110687,0.455063272452,12.22,0.481422786045,12.28
157,0.0988472918524,3.54222222434,0.45503494482,12.16,0.492060684204,12.2
158,0.0995887201442,3.44888889101,0.456078118515,12.02,0.48525587635,12.12
159,0.0999060626202,3.51111111217,0.457871031332,11.8,0.483235473156,12.18
160,0.0991999381198,3.53777778202,0.468722171259,12.12,0.49663121047,12.19
161,0.0970055875354,3.35111111429,0.469083495474,11.78,0.501431524229,12.3
162,0.0986022588068,3.41333333757,0.467560755873,11.82,0.495197815084,12.28
163,0.0983466515501,3.4577777799,0.464751764679,12.02,0.496393871593,12.47
164,0.0970610995107,3.45333332909,0.4614933599,11.98,0.4929124681,12.26
165,0.0964163183699,3.39777777778,0.464470403433,11.8,0.490292530584,12.4
166,0.0952071880367,3.35333333545,0.46757334094,11.88,0.49111398766,11.9
167,0.0956086269021,3.32666666985,0.460792926073,11.78,0.481851128292,12.04
168,0.0948773931662,3.23111111535,0.472908986092,12.22,0.493262626791,12.45
169,0.096032854357,3.23555555556,0.475575499105,12.1,0.497660401917,12.38
170,0.096555900685,3.40000000318,0.466617589235,12.14,0.494157786465,12.04
171,0.0973040837248,3.36222222328,0.465307969093,12.18,0.493707438135,12.25
172,0.0946005529165,3.27333333651,0.454962707615,12.0,0.479252516031,12.19
173,0.0932297938599,3.19555555662,0.470938496685,12.08,0.49391264751,12.27
174,0.0921779756202,3.17777778096,0.467929103041,11.92,0.492068611002,12.03
175,0.0925070555104,3.14666666243,0.469498225212,12.04,0.492450567961,12.17
176,0.0925572398345,3.14888888571,0.477775096035,12.3,0.503728507328,12.41
177,0.0926319689327,3.2422222254,0.470775283027,12.16,0.489645598316,12.27
178,0.0914752937244,3.1644444455,0.47195150938,12.22,0.496737230492,12.44
179,0.0939707883166,3.30000000106,0.468494692469,12.04,0.486384751987,12.0
180,0.0893935816672,3.12000000106,0.482692153454,12.14,0.507552752972,12.17
181,0.0932305228101,3.24888889207,0.478349905062,12.38,0.496545513439,12.08
182,0.0903633655349,3.14,0.486627955008,12.24,0.506157646751,12.17
183,0.0905718991439,3.1777777746,0.480739199638,12.42,0.502409402466,12.23
184,0.0881389672756,3.11111111535,0.483547575283,12.32,0.507499377537,12.26
185,0.0904838991192,3.14000000424,0.477979535532,12.18,0.504423701811,12.38
186,0.088304593575,3.09111111217,0.482263092566,12.12,0.502143739486,12.35
187,0.0900869453165,3.06222222222,0.477156144238,12.34,0.501761695051,12.44
188,0.0879673007634,3.04666666773,0.476890602827,12.14,0.501780511665,12.39
189,0.0848757662071,2.95111111323,0.477920072794,12.14,0.505454622793,12.13
190,0.0913071924037,3.16444444656,0.476007092524,12.3,0.501290800953,12.24
191,0.0903383567969,3.19333333439,0.483393868589,12.32,0.503616044331,12.3
192,0.0895207312319,3.19555555132,0.485112418842,12.2,0.506671919203,12.14
193,0.0851551963621,2.93333333651,0.479472167301,12.34,0.50042271719,12.15
194,0.0879775093695,3.03777777884,0.477364420128,12.3,0.508435195589,12.35
195,0.0887355653776,3.18666666985,0.488630958223,12.2,0.505697944593,12.2
196,0.0852709772434,3.00666666667,0.483430183601,12.1,0.509307563305,12.09
197,0.0859760322879,2.93777777884,0.49289587431,12.48,0.509967574978,12.5
198,0.0855743062231,3.01555555767,0.478950524187,12.3,0.506335808468,12.31
199,0.0862571535985,3.02444444444,0.484008189869,12.24,0.510900880098,12.25
200,0.0844319004324,2.87333333651,0.477498412275,12.4,0.507468959713,12.24
201,0.0842821017689,2.91777778096,0.475580071354,12.38,0.5037528862,12.17
202,0.0792000298262,2.71111111323,0.472102342892,12.06,0.499666431665,12.15
203,0.0776325133416,2.63555555873,0.471195953751,12.18,0.49961491065,12.1
204,0.078390130747,2.66666666773,0.473178215218,11.98,0.502058823776,12.22
205,0.0778970686846,2.69333333439,0.470692053986,11.96,0.503293750715,12.15
206,0.0804612080256,2.74444444127,0.471664520645,12.0,0.499365035915,12.02
207,0.0782509426779,2.71777777884,0.473723920012,12.06,0.50363726511,12.0
208,0.0739289332244,2.55111111111,0.470813370085,12.08,0.500717549706,12.19
209,0.0786133522643,2.75555555767,0.47018290658,12.02,0.498850793648,12.22
210,0.0766016934587,2.5844444455,0.472553767872,12.12,0.498689950323,12.13
211,0.0772431506846,2.6022222254,0.477834973812,12.04,0.505657800245,12.09
212,0.0748080179635,2.64666666667,0.476118189526,12.1,0.503723616457,12.12
213,0.0759450139085,2.61555555662,0.477930198288,11.98,0.506496819401,12.01
214,0.0725734517468,2.43111111429,0.47718936429,12.14,0.503432941532,12.0
215,0.0758261976322,2.62666666985,0.479482111502,11.88,0.506905389071,11.98
216,0.0763869089325,2.58222222328,0.481454305363,12.02,0.510023480654,12.17
217,0.0731267572052,2.52666666667,0.476585421419,12.08,0.507959864473,12.14
218,0.0728721897324,2.54222222434,0.483134707069,11.94,0.515519013405,12.08
219,0.0760532142321,2.64000000212,0.480061737299,11.74,0.506815799141,12.07
220,0.0736030842,2.52000000106,0.479079994869,12.04,0.50656750021,12.11
221,0.0718917268872,2.47333333545,0.479006669283,12.02,0.508787452126,11.98
222,0.0734975076437,2.52666666985,0.47699507618,11.88,0.504048396254,12.12
223,0.0758076585869,2.63111111111,0.479047797871,12.04,0.505317378139,11.98
224,0.0745465965006,2.56222221798,0.480211827278,11.9,0.507008851862,11.92
225,0.0756152511809,2.62000000106,0.479841761875,11.84,0.508411180782,12.09
226,0.0734804855625,2.47111111323,0.481599460506,12.04,0.507814750004,12.03
227,0.0737145926356,2.58000000212,0.484258230591,12.12,0.516112717724,12.19
228,0.0761109546502,2.64666666667,0.481619418621,11.92,0.510159601974,12.2
229,0.0709855742726,2.41111111217,0.475613098383,11.94,0.502965826225,11.96
230,0.0725744371692,2.49333333651,0.477577519226,12.06,0.507010905409,11.96
231,0.0752126207696,2.55777778096,0.478404790211,12.0,0.504411092901,12.01
232,0.0700995927135,2.40666667091,0.476242082262,12.12,0.503919312429,12.04
233,0.0763912710806,2.61777777884,0.483268119907,12.18,0.511094595671,12.12
234,0.0709806351609,2.42666666667,0.479514476776,12.0,0.503940937328,11.96
235,0.0726464805557,2.50888888995,0.485766156864,12.22,0.509406280231,12.05
236,0.0722501252327,2.49555555662,0.484224794626,12.06,0.508749622583,11.99
237,0.0736965763241,2.46444444444,0.479858498764,11.98,0.503290432024,11.96
238,0.0713931567742,2.49333333439,0.484044142914,12.02,0.506972771168,12.01
239,0.0739244929314,2.45999999682,0.485702325821,12.1,0.51271110878,11.99
240,0.0741178513984,2.60222222328,0.481572651815,11.98,0.511139411259,12.04
241,0.0708981643213,2.40222222328,0.484787876225,12.04,0.511528364754,12.01
242,0.0714425396105,2.46000000212,0.484966683769,12.0,0.512607960224,12.07
243,0.0721156103134,2.51777778202,0.481053283596,12.12,0.50750501256,12.03
244,0.0714401735809,2.40444444868,0.486452574253,12.02,0.515044257498,12.07
245,0.0716987080097,2.49999999576,0.485023813677,12.02,0.513907371902,12.04
246,0.073172543131,2.64444444656,0.48207800746,11.82,0.510566251469,12.13
247,0.0707102048059,2.41333333439,0.48463054986,12.04,0.512709790182,12.13
248,0.0713148982541,2.46888889101,0.483747200155,12.06,0.511929707432,12.11
249,0.0706091767649,2.49555555662,0.487086709881,12.12,0.517964260483,12.02
250,0.0723942289048,2.40444444656,0.485955678272,12.08,0.515550931025,12.16
251,0.0678736239347,2.28666666773,0.482236140585,11.96,0.511014290667,11.99
252,0.0709624565813,2.46222222328,0.485274211597,11.96,0.515368837214,12.07
253,0.0698086095081,2.40888889101,0.487452123737,12.12,0.517896601105,12.17
254,0.0710217730721,2.51777777884,0.487792421722,11.94,0.517626454067,12.13
255,0.071669767338,2.5244444455,0.484549169111,11.94,0.513915565968,12.15
256,0.0718487556285,2.40666666985,0.485239372873,11.9,0.51318225441,11.98
257,0.0689421491133,2.39555555556,0.481960114765,11.84,0.508516468143,12.01
258,0.0721096657011,2.51555555767,0.48584872694,11.88,0.512405804825,12.1
259,0.072181464227,2.46444444762,0.487107110119,12.06,0.513169024229,12.15
260,0.0705960888386,2.40000000424,0.488948111343,11.84,0.5191219872,11.98
261,0.0698237217549,2.34444444444,0.490451880121,11.86,0.518771374369,12.08
262,0.0677287707289,2.24000000212,0.48972404809,11.94,0.517900475502,11.98
263,0.0682456672672,2.32222222222,0.485166725636,12.04,0.515574822378,12.09
264,0.0701947643386,2.37333333439,0.48828321743,12.02,0.516320561647,12.12
265,0.0678734446277,2.30000000106,0.492039330673,11.92,0.520389269352,12.12
266,0.0688321546555,2.33555555873,0.490863775158,12.08,0.520514965773,12.09
267,0.0688756568299,2.36444444656,0.48741828723,12.12,0.516670587063,12.04
268,0.0677053656744,2.2577777799,0.492755355597,12.14,0.522156926823,12.09
269,0.0691604722394,2.39777778096,0.491399341059,12.02,0.521208547401,11.95
270,0.068946386028,2.41777777778,0.494586596298,12.06,0.524471289301,12.07
271,0.0705465492686,2.40000000212,0.481676893616,11.98,0.510383502865,11.95
272,0.0691399036421,2.3622222254,0.489415350485,11.98,0.51656776123,12.0
273,0.0681803016217,2.35555555556,0.493056378555,12.0,0.52069131813,12.1
274,0.0683733663824,2.2577777799,0.484270361519,11.84,0.512771861267,12.07
275,0.068791694461,2.37111110687,0.484300964069,12.02,0.513919313908,11.96
276,0.0719280415416,2.50000000212,0.484977642393,12.0,0.513287141657,12.11
277,0.0687569848577,2.41111111217,0.489263481712,11.98,0.514488097668,12.03
278,0.0701485992352,2.41333333545,0.491547710657,11.88,0.520072628641,12.08
279,0.0722572224855,2.55333333545,0.487516827583,11.92,0.516341137075,12.09
280,0.0647464039763,2.16888889101,0.487673159409,11.96,0.516646441317,12.12
281,0.0701939234588,2.3777777799,0.486455791426,11.86,0.51566911521,12.08
282,0.0691424247821,2.40000000424,0.486813931656,11.7,0.515308217812,12.05
283,0.0687731394,2.35111111429,0.492858222675,11.9,0.520393549824,12.08
284,0.0666974152141,2.25333333651,0.484489878321,11.84,0.513935256004,12.05
285,0.0678204794857,2.29111111217,0.485235362959,11.82,0.514158137131,12.04
286,0.0693057642698,2.37999999682,0.488746116877,11.8,0.519206311846,12.04
287,0.0696191781355,2.43333333333,0.492038397694,12.06,0.520928174067,12.01
288,0.0669330854641,2.36666666773,0.491828357553,11.8,0.519720995998,12.02
289,0.0710293490701,2.48666666985,0.489733147955,12.08,0.515969395256,11.88
290,0.0688695937137,2.4644444455,0.487003012848,12.06,0.513778620911,12.06
291,0.0700852506558,2.38000000424,0.49027750535,11.9,0.518528522348,12.14
292,0.0693253620095,2.3777777799,0.494517679262,11.98,0.521130516958,12.11
293,0.0696738239454,2.4377777799,0.490633387423,11.86,0.517134638596,11.98
294,0.0686083562533,2.40888888995,0.495626596451,11.96,0.524585609818,12.16
295,0.0690951176763,2.40000000318,0.495095996666,12.04,0.518420622587,12.04
296,0.0640718012816,2.23111111111,0.493603004217,12.12,0.518886477232,11.95
297,0.0696259097166,2.43111111429,0.492141062927,12.0,0.516477323818,12.07
298,0.0677184513476,2.30888888995,0.497339067459,11.9,0.523457248116,12.1
299,0.0699022157272,2.38666666985,0.493904208708,11.94,0.517738570833,12.05
300,0.0678301497943,2.31555555662,0.494938760233,12.1,0.521412232924,12.12
